,,Similarity
摩耗進行速度 異物 速い,摩耗進行速度 試料油 速い,0.720371170386
摩耗進行速度 試料油 速い,摩耗進行速度 油槽内の清掃潤滑油 速い,0.720371170386
鉄 フリクションポリマ 含む,亜鉛 フリクションポリマ 含む,0.720318953347
亜鉛 フリクションポリマ 含む,面圧 ギヤ油 フリクションポリマ 含む,0.720318953347
鉛 潤滑油 検出する,ppm 鉛 アルミニウム 検出する,0.720039157162
混入したカルシウム 検出する,固形分としてのカルシウム 潤滑油中 検出する,0.720039157162
混入したカルシウム 検出する,ナトリウムガ 潤滑油中 カルシウム 検出する,0.720039157162
砂 フェログラフィー 検出する,砂の外部混入異物 フィルタ残渣 検出する,0.720039157162
潤滑状態 錫 良好,錫・シリンダ内壁 良好,0.720039157162
潤滑状態 錫 良好,錫・軸受カルシウム 良好,0.720039157162
潤滑状態 錫 良好,錫・軸受 良好,0.720039157162
潤滑状態 錫 良好,錫・ギヤ 良好,0.720039157162
油の添加剤成分であるカルシウム 検出する,カルシウム 鉄 検出する,0.720039157162
鉛 潤滑油 検出する,ppm 鉛 カルシウム 検出する,0.720039157162
鉛 潤滑油 検出する,鉛 高い値 検出する,0.720039157162
砂 フェログラフィー 検出する,砂 ミリポアフィルタの表面観察 検出する,0.720039157162
鉛 潤滑油 検出する,ppm 鉛 クロム 検出する,0.720039157162
鉛 潤滑油 検出する,ppm 錫 鉛 検出する,0.720039157162
鉛 潤滑油 検出する,ppm 鉛 亜鉛 検出する,0.720039157162
鉛 潤滑油 検出する,ppm 鉛 アンチモン 検出する,0.720039157162
砂 フェログラフィー 検出する,砂 フィルタ表面の異物観察 検出する,0.720039157162
砂 フェログラフィー 検出する,砂 重量汚染度フィルタ表面の異物観察 検出する,0.720039157162
混入異物 減速機 ある,混入異物 潤滑状態 ある,0.720039157162
固形分のカルシウム 検出する,カルシウム 鉄 検出する,0.720039157162
鉛 潤滑油 検出する,ppm 鉛 鉄 検出する,0.720039157162
鉛 潤滑油 検出する,ppm 鉛 銅 検出する,0.720039157162
砂 フェログラフィー 検出する,混入した砂などの異物 検出する,0.720039157162
混入したカルシウム 検出する,油の添加剤成分であるカルシウム 検出する,0.720039157162
混入したカルシウム 検出する,・カルシウムなどの濃度 検出する,0.720039157162
潤滑状態 錫 良好,錫・軸受リン 良好,0.720039157162
混入異物 継続使用可能な状態 ある,混入異物 潤滑状態 ある,0.720039157162
D-SOAPの錫 検出する,錫 鉄 検出する,0.720039157162
鉛 潤滑油 検出する,ppm 鉛 ケイ素 検出する,0.720039157162
潤滑油中 錫 検出する,錫 鉄 検出する,0.720039157162
ナトリウムガ 潤滑油中 鉛 検出する,鉛 潤滑油 検出する,0.720039157162
メタル主成分の錫 検出する,錫 鉄 検出する,0.720039157162
ナトリウムガ 潤滑油中 錫 検出する,錫 鉄 検出する,0.720039157162
ppm 鉛 検出する,鉛 潤滑油 検出する,0.720039157162
ナトリウムガ 潤滑油中 カルシウム 検出する,カルシウム 鉄 検出する,0.720039157162
オイルリング メタル主成分の錫 良好,潤滑状態 錫 良好,0.720039157162
トップリング メタル主成分の錫 良好,潤滑状態 錫 良好,0.720039157162
潤滑油中 カルシウム 検出する,カルシウム 鉄 検出する,0.720039157162
カルシウム カルシウムなどの析出SOAP-T 検出する,カルシウム 鉄 検出する,0.720039157162
スラッジの増加 異物 ある,摩耗粒子の増加 ある,0.720039157162
潤滑状態 カルシウム 良好,カルシウム・添加剤ナトリウム 良好,0.720039157162
固形分としてのカルシウム 潤滑油中 検出する,カルシウム 鉄 検出する,0.720039157162
試料油 カルシウム 検出する,カルシウム 鉄 検出する,0.720039157162
カルシウムが マグネシウム 検出する,カルシウム 鉄 検出する,0.720039157162
カルシウムが マグネシウム 検出する,混入したカルシウム 検出する,0.720039157162
カルシウムが バリウム 検出する,カルシウム 鉄 検出する,0.720039157162
カルシウムが 亜鉛 検出する,混入したカルシウム 検出する,0.720039157162
カルシウムが アルミニウム 検出する,カルシウム 鉄 検出する,0.720039157162
ホワイトメタルWJの主成分である鉛 検出する,鉛 潤滑油 検出する,0.720039157162
鉛 潤滑油 検出する,ppm 鉛 ナトリウム 検出する,0.720039157162
ppm カルシウム 検出する,混入したカルシウム 検出する,0.720039157162
混入したカルシウム 検出する,潤滑油中の固形分としてのカルシウム 検出する,0.720039157162
混入したカルシウム 検出する,カルシウム 鉄 検出する,0.720039157162
混入したカルシウム 検出する,カルシウム カルシウム・添加剤アルミニウム 検出する,0.720039157162
鉛 潤滑油 検出する,ppm 銅 鉛 検出する,0.720039157162
鉛 潤滑油 検出する,ppm 鉛 コンロッドメタル 検出する,0.720039157162
混入したカルシウム 検出する,カルシウム 高い値 検出する,0.720039157162
・カルシウムなどの濃度 検出する,カルシウム 鉄 検出する,0.720039157162
混入したカルシウム 検出する,ppm 錫 カルシウム 検出する,0.720039157162
混入したカルシウム 検出する,ppm 鉛 カルシウム 検出する,0.720039157162
混入したカルシウム 検出する,ppm 銅 カルシウム 検出する,0.720039157162
混入したカルシウム 検出する,カルシウムの固形分 微量 検出する,0.720039157162
混入したカルシウム 検出する,カルシウム 固形カルシウム化合物の生成SOAP-T 検出する,0.720039157162
混入したカルシウム 検出する,入っ カルシウム 濃度 検出する,0.720039157162
混入したカルシウム 検出する,カルシウムの固形分 濃度 検出する,0.720039157162
ppm カルシウム 検出する,カルシウム 鉄 検出する,0.720039157162
ppm 錫 検出する,錫 鉄 検出する,0.720039157162
カルシウム 油 検出する,カルシウム 鉄 検出する,0.720039157162
錫 油中金属 検出する,錫 鉄 検出する,0.720039157162
カルシウムが 亜鉛 検出する,カルシウム 鉄 検出する,0.720039157162
錫 鉄 検出する,軸受メタルの成分である錫 検出する,0.720039157162
錫 メタルの摩耗SOAP-T 検出する,錫 鉄 検出する,0.720039157162
錫 鉄 検出する,ppm 錫 アルミニウム 検出する,0.720039157162
錫 鉄 検出する,ppm 錫 カルシウム 検出する,0.720039157162
メタルの主成分である錫 検出する,錫 鉄 検出する,0.720039157162
錫 鉄 検出する,ppm 錫 亜鉛 検出する,0.720039157162
錫 鉄 検出する,ppm 錫 アンチモン 検出する,0.720039157162
錫 鉄 検出する,ppm 錫 クロム 検出する,0.720039157162
錫 鉄 検出する,ppm 錫 銅 検出する,0.720039157162
錫 鉄 検出する,ppm 錫 鉛 検出する,0.720039157162
カルシウム 鉄 検出する,カルシウム カルシウム・添加剤アルミニウム 検出する,0.720039157162
カルシウム 鉄 検出する,カルシウム 高い値 検出する,0.720039157162
カルシウム 鉄 検出する,ppm 錫 カルシウム 検出する,0.720039157162
カルシウム 鉄 検出する,ppm 鉛 カルシウム 検出する,0.720039157162
カルシウム 鉄 検出する,ppm 銅 カルシウム 検出する,0.720039157162
カルシウム 鉄 検出する,カルシウムの固形分 微量 検出する,0.720039157162
錫 鉄 検出する,錫 高い濃度 検出する,0.720039157162
錫 鉄 検出する,錫 錫・軸受カルシウム 検出する,0.720039157162
ホワイトメタルの成分である錫 検出する,錫 鉄 検出する,0.720039157162
錫 鉄 検出する,ppm 錫 ケイ素 検出する,0.720039157162
錫 鉄 検出する,ppm 錫 ナトリウム 検出する,0.720039157162
カルシウム 鉄 検出する,入っ カルシウム 濃度 検出する,0.720039157162
錫 鉄 検出する,ものの軸受メタル成分の錫 検出する,0.720039157162
カルシウム 濃度 検出する,カルシウム 鉄 検出する,0.720039157162
オイルリング 錫 良好,潤滑状態 錫 良好,0.720039157162
形態 XMA 検出する,摩耗粒子の形態 検出する,0.720039157162
カルシウムが バリウム 検出する,混入したカルシウム 検出する,0.720039157162
軸受メタルの主成分である錫 検出する,錫 鉄 検出する,0.720039157162
鉛 濃度 検出する,鉛 潤滑油 検出する,0.720039157162
軸受材の錫 検出する,錫 鉄 検出する,0.720039157162
トップリング 錫 良好,潤滑状態 錫 良好,0.720039157162
潤滑油中の固形分としてのカルシウム 検出する,カルシウム 鉄 検出する,0.720039157162
カルシウムの析出SOAP-T 検出する,カルシウム 鉄 検出する,0.720039157162
カルシウムが ナトリウム 検出する,混入したカルシウム 検出する,0.720039157162
バリウムが カルシウム 検出する,カルシウム 鉄 検出する,0.720039157162
潤滑状態 鉄錆 良好,鉄錆 良好領域 ある,0.720039157162
混入異物 高い範囲 ある,混入異物 潤滑状態 ある,0.720039157162
混入異物 潤滑状態 ある,混入異物 厳しい状態 ある,0.720039157162
カルシウムが ナトリウム 検出する,カルシウム 鉄 検出する,0.720039157162
混入異物 潤滑状態 ある,軸受であること 混入異物 軸受 ある,0.720039157162
カルシウム 鉄 検出する,カルシウム 固形カルシウム化合物の生成SOAP-T 検出する,0.720039157162
潤滑状態 砂 良好,砂 良好領域 ある,0.720039157162
亜鉛が カルシウム 検出する,カルシウム 鉄 検出する,0.720039157162
スラスト軸受の主成分である錫 検出する,錫 鉄 検出する,0.720039157162
カルシウム 鉄 検出する,カルシウムの固形分 濃度 検出する,0.720039157162
機械部品 検出された亜鉛 ある,機械部品 検出されたリン ある,0.719817367168
含まれ いないバリウム 検出する,含まれ いないリン 検出する,0.719710718493
含まれ いないリン 検出する,含まれ いないはずの亜鉛 検出する,0.719710718493
使用油のスペクトルパターン 当社推奨の管理限界値 一致する,使用油のスペクトルパターン 繰返し応力 一致する,0.71938156269
使用油のスペクトルパターン 指紋領域等 一致する,使用油のスペクトルパターン 繰返し応力 一致する,0.71938156269
使用油のスペクトルパターン 設備の条件 一致する,使用油のスペクトルパターン 繰返し応力 一致する,0.71938156269
ppm 外部 油の添加剤成分であるリン 鉛 混入する,ppm 外部 油の添加剤成分であるバリウム 鉛 混入する,0.719277029246
ppm 外部 油の添加剤成分であるリン 鉛 混入する,ppm 外部 鉛 油の添加剤成分であるバリウム 混入する,0.719277029246
メタル表面 鏡面状態 なる,メタル表面 深い,0.71923207943
メタル表面の軟質金属部 摩耗する,メタル表面 深い,0.71923207943
メタル表面 摩耗する,メタル表面 深い,0.71923207943
全酸価 水分 RBOT 良好,RBOTのデータ 水分 良好,0.719093701761
酸価 水分 RBOT 良好,IR RBOTのデータ 水分 良好,0.719093701761
IRのデータ 水分 RBOT 良好,酸価 水分 RBOT 良好,0.719093701761
全酸価 粘度 RBOT 良好,RBOTのデータ 粘度 良好,0.719093701761
軸受摺動面 ・汚染度計数汚染度 良好,軸受摺動面 計数汚染度 良好,0.719093701761
軸受摺動面 重量汚染度 良好,軸受摺動面 計数汚染度 良好,0.719093701761
RBOTのデータ 水分 良好,酸価 水分 RBOT 良好,0.719093701761
酸価 水分 RBOT 良好,RBOTのデータ 粘度 水分 良好,0.719093701761
RBOTのデータ 水分 IR 良好,酸価 水分 RBOT 良好,0.719093701761
RBOTのデータ 粘度 IR 良好,酸価 粘度 RBOT 良好,0.719093701761
RBOTのデータ 粘度 良好,酸価 粘度 RBOT 良好,0.719093701761
IRのデータ 粘度 RBOT 良好,酸価 粘度 RBOT 良好,0.719093701761
酸価 粘度 RBOT 良好,RBOTのデータ 粘度 水分 良好,0.719093701761
主軸メタル 燃焼ガス 早まる,主軸メタル 固形分のカルシウム 早まる,0.718909344054
亜鉛 クロム 含む,マンガン 粒子 クロム 含む,0.718722214352
クロム 鉄 含む,亜鉛 クロム 含む,0.718722214352
クロム XMA 含む,亜鉛 クロム 含む,0.718722214352
亜鉛 クロム 含む,クロム 粒子 圧縮熱 含む,0.718722214352
亜鉛 クロム 含む,クロム 粒子 鉄 含む,0.718722214352
粒子 クロム 含む,亜鉛 クロム 含む,0.718722214352
亜鉛 クロム 含む,銅 粒子 クロム 含む,0.718722214352
鉄 クロム 含む,亜鉛 クロム 含む,0.718722214352
クロム 鉄錆 含む,亜鉛 クロム 含む,0.718722214352
クロム マンガン 含む,亜鉛 クロム 含む,0.718722214352
亜鉛 クロム 含む,クロム XMA粒子 マグネシウム 含む,0.718722214352
亜鉛 クロム 含む,クロム 粒子 酸素 含む,0.718722214352
マンガン クロム 含む,亜鉛 クロム 含む,0.718722214352
亜鉛 クロム 含む,クロム 粒子 マンガン 含む,0.718722214352
クロム カルシウム 含む,亜鉛 クロム 含む,0.718722214352
鉛 黒錆 混入する,外部 錫 黒錆 混入する,0.718492506513
鉛 黒錆 混入する,外部 鉄 黒錆 混入する,0.718492506513
鉄 黒錆 混入する,鉛 黒錆 混入する,0.718492506513
鉛 黒錆 混入する,ppm ppm ニッケル 黒錆 混入する,0.718492506513
鉛 黒錆 混入する,ppm ppm 銅 黒錆 混入する,0.718492506513
鉛 黒錆 混入する,外部 亜鉛 黒錆 混入する,0.718492506513
鉛 黒錆 混入する,ppm ppm 錫 黒錆 混入する,0.718492506513
鉛 黒錆 混入する,ppm 鉄 黒錆 混入する,0.718492506513
鉛 黒錆 混入する,ppm 錫 黒錆 混入する,0.718492506513
鉛 黒錆 混入する,ppm 亜鉛 黒錆 混入する,0.718492506513
鉛 黒錆 混入する,ppm ppm 亜鉛 黒錆 混入する,0.718492506513
更油油中の汚染度 参考値 高い,更油油中の汚染度 軸受摺動面 高い,0.718166339831
更油油中の汚染度 軸受摺動面 高い,更油油中の汚染度 油中夾雑物の摺動面 高い,0.718166339831
更油油中の汚染度 疲労摩耗 高い,更油油中の汚染度 軸受摺動面 高い,0.718166339831
更油油中の汚染度 軸受摺動面 高い,更油油中の汚染度 油中の夾雑物 高い,0.718166339831
更油油中の汚染度 軸受摺動面 高い,判断します更油油中の汚染度 潤滑油 高い,0.718166339831
更油油中の汚染度 軸受摺動面 高い,更油油中の汚染度 油中の汚染物 高い,0.718166339831
更油油中の汚染度 錫 高い,更油油中の汚染度 軸受摺動面 高い,0.718166339831
更油油中の汚染度 潤滑油 高い,更油油中の汚染度 軸受摺動面 高い,0.718166339831
更油油中の汚染度 ベアリング鋼 高い,更油油中の汚染度 軸受摺動面 高い,0.718166339831
更油油中の汚染度 濾過 高い,更油油中の汚染度 軸受摺動面 高い,0.718166339831
クロム D-SOAPの鉄 増加する,錫 クロム 増加する,0.718136658773
アンチモン クロム 増加する,錫 クロム 増加する,0.718136658773
